,gender,age,internet_access,study_environment,sleep_hours,social_media_hours,math_score,reading_score,writing_score,science_score,final_exam_score,pass_fail,total_score,average
5161,Male,17,Yes,Noisy,5.82,4.1,71.0,77.4,67.2,61.8,70.7,Pass,427.20000000000005,71.2
5162,Male,15,Yes,Quiet,7.25,3.6,57.0,53.7,56.1,53.9,53.8,Pass,367.8,61.300000000000004
5163,Male,16,Yes,Quiet,7.79,1.0,56.4,56.9,64.7,51.2,56.0,Pass,371.29999999999995,61.883333333333326
5164,Male,15,Yes,Moderate,7.6,2.5,31.8,36.9,32.3,33.0,33.2,Fail,247.29999999999998,41.21666666666666
5165,Female,15,Yes,Moderate,7.12,0.2,52.3,59.0,46.3,62.0,51.7,Pass,339.6,56.6
5166,Female,15,Yes,Moderate,6.65,3.9,49.7,52.8,37.8,36.3,41.4,Fail,284.1,47.35
5167,Female,17,Yes,Quiet,6.48,1.7,23.3,27.1,33.2,40.9,32.4,Fail,230.3,38.38333333333333
5168,Female,15,Yes,Noisy,7.87,0.8,75.6,71.5,69.0,79.6,77.2,Pass,445.59999999999997,74.26666666666667
5169,Female,18,No,Moderate,6.49,2.0,61.0,59.1,59.9,46.4,55.7,Pass,336.0,56.0
5170,Female,15,Yes,Moderate,6.46,3.4,59.8,57.8,54.0,67.2,58.2,Pass,361.4,60.23333333333333
5171,Female,15,Yes,Noisy,7.41,2.9,51.4,50.6,53.4,55.5,54.7,Pass,336.0,56.0
5172,Female,18,Yes,Quiet,6.02,1.8,54.3,39.2,39.5,45.7,45.7,Fail,304.0,50.666666666666664
5173,Female,18,Yes,Noisy,7.09,2.3,41.3,49.3,42.3,64.7,49.7,Fail,316.29999999999995,52.71666666666666
5174,Female,16,Yes,Moderate,6.47,2.1,60.2,50.0,56.3,61.1,59.9,Pass,386.4,64.39999999999999
5175,Female,15,Yes,Noisy,6.33,1.1,61.0,48.3,52.0,49.7,52.6,Pass,324.40000000000003,54.06666666666667
5176,Female,17,Yes,Quiet,6.75,0.0,92.3,75.4,90.3,95.1,87.7,Pass,514.5,85.75
5177,Female,15,Yes,Noisy,7.75,2.5,51.0,57.3,73.6,61.7,63.7,Pass,375.49999999999994,62.58333333333332
5178,Female,15,Yes,Moderate,7.18,3.4,60.6,59.5,68.4,75.3,65.6,Pass,405.59999999999997,67.6
5179,Female,18,Yes,Moderate,7.29,2.5,42.3,55.1,58.0,58.3,48.8,Fail,332.6,55.43333333333334
5180,Female,16,Yes,Moderate,7.76,5.6,42.5,50.2,39.4,53.2,45.3,Fail,296.0,49.333333333333336
5181,Male,15,Yes,Noisy,7.62,1.6,33.9,48.1,52.6,50.7,46.9,Fail,310.5,51.75
5182,Female,17,Yes,Moderate,6.82,2.4,57.7,55.0,64.5,67.6,62.7,Pass,365.2,60.86666666666667
5183,Male,15,Yes,Moderate,7.56,3.2,53.8,73.2,51.5,59.8,63.0,Pass,351.6,58.6
5184,Female,17,Yes,Moderate,6.83,3.2,35.1,53.9,39.1,51.6,46.9,Fail,311.0,51.833333333333336
5185,Female,18,Yes,Quiet,7.44,2.1,52.4,70.4,46.1,52.2,55.8,Pass,347.20000000000005,57.866666666666674
5186,Male,16,Yes,Quiet,8.04,2.4,32.1,33.9,35.3,29.0,34.2,Fail,257.1,42.85
5187,Female,15,Yes,Moderate,7.52,2.4,48.5,54.4,56.1,66.3,54.5,Pass,349.9,58.31666666666666
5188,Male,16,Yes,Quiet,5.75,3.5,47.5,52.4,69.2,66.5,58.9,Pass,342.7,57.11666666666667
5189,Male,15,Yes,Noisy,6.5,1.5,62.8,65.3,65.4,66.4,65.2,Pass,401.4,66.89999999999999
5190,Male,17,Yes,Moderate,7.65,0.0,62.9,67.7,66.0,65.7,65.8,Pass,371.20000000000005,61.866666666666674
5191,Female,16,Yes,Moderate,4.84,2.0,56.8,50.1,44.8,61.8,55.5,Pass,314.9,52.48333333333333
5192,Female,15,Yes,Quiet,7.32,5.0,53.2,54.3,60.7,68.8,59.1,Pass,366.40000000000003,61.06666666666667
5193,Female,18,Yes,Moderate,7.27,3.7,61.1,62.4,54.4,60.1,57.4,Pass,368.4,61.4
5194,Male,17,Yes,Noisy,9.73,0.1,41.9,63.7,49.6,44.2,46.8,Fail,318.2,53.03333333333333
5195,Male,16,Yes,Moderate,7.43,3.5,54.4,34.9,44.8,35.5,38.8,Fail,267.0,44.5
5196,Female,15,Yes,Quiet,6.89,2.8,28.5,48.7,43.5,47.5,42.4,Fail,268.7,44.78333333333333
5197,Female,16,Yes,Quiet,8.16,1.9,40.2,39.0,39.7,24.3,35.9,Fail,279.1,46.51666666666667
5198,Female,15,Yes,Moderate,6.66,0.9,55.7,44.9,64.8,57.3,54.8,Pass,330.6,55.1
5199,Female,17,Yes,Moderate,7.04,1.3,48.0,52.5,47.0,47.6,50.2,Pass,303.2,50.53333333333333
5200,Female,18,Yes,Quiet,7.09,1.7,56.7,38.1,68.0,41.4,46.9,Fail,342.90000000000003,57.150000000000006
5201,Male,17,No,Moderate,7.6,5.3,27.1,55.7,34.6,50.0,42.2,Fail,267.5,44.583333333333336
5202,Male,16,Yes,Noisy,6.08,3.5,44.2,50.5,41.1,37.1,42.5,Fail,281.5,46.916666666666664
5203,Male,16,Yes,Quiet,7.83,1.4,72.0,53.5,46.1,72.1,62.6,Pass,376.9,62.81666666666666
5204,Female,15,Yes,Moderate,6.47,1.7,67.6,61.5,62.9,59.3,63.6,Pass,379.70000000000005,63.28333333333334
5205,Male,17,Yes,Noisy,9.06,2.4,73.5,69.1,65.1,73.4,69.9,Pass,438.2,73.03333333333333
5206,Male,15,Yes,Noisy,5.49,1.9,47.8,49.2,30.3,54.0,49.4,Fail,315.90000000000003,52.650000000000006
5207,Male,17,Yes,Quiet,6.24,2.5,63.4,58.9,68.5,48.6,58.5,Pass,379.59999999999997,63.26666666666666
5208,Male,16,Yes,Quiet,4.97,2.3,43.2,35.9,55.9,30.3,38.4,Fail,295.5,49.25
5209,Male,15,Yes,Noisy,9.96,2.6,55.4,52.6,63.7,81.7,62.4,Pass,383.99999999999994,63.99999999999999
5210,Female,15,Yes,Quiet,5.77,0.0,31.0,40.2,40.2,26.7,37.7,Fail,264.9,44.15
5211,Male,17,Yes,Moderate,7.76,3.7,41.0,44.7,49.4,45.3,41.7,Fail,299.19999999999993,49.86666666666665
5212,Female,18,Yes,Moderate,7.73,1.7,58.7,43.5,59.1,63.3,56.3,Pass,337.3,56.21666666666667
5213,Female,17,Yes,Moderate,6.09,3.9,21.0,25.0,36.4,21.2,26.3,Fail,207.3,34.550000000000004
5214,Female,18,Yes,Quiet,7.77,5.8,48.5,38.7,30.9,50.4,41.5,Fail,273.4,45.56666666666666
5215,Female,17,No,Noisy,5.93,0.3,30.9,31.3,41.2,40.0,35.4,Fail,226.20000000000002,37.7
5216,Female,16,Yes,Quiet,6.19,2.6,64.1,67.0,46.7,44.3,57.9,Pass,327.4,54.56666666666666
5217,Male,15,Yes,Moderate,5.44,1.9,30.0,44.7,30.3,37.5,35.0,Fail,233.0,38.833333333333336
5218,Male,17,Yes,Moderate,7.67,3.1,44.8,42.1,48.8,50.1,45.7,Fail,324.9,54.15
5219,Female,16,Yes,Quiet,5.04,0.0,48.5,42.7,33.6,50.6,44.5,Fail,249.1,41.516666666666666
5220,Female,17,Yes,Quiet,7.39,2.0,60.1,56.2,51.5,58.1,55.0,Pass,346.9,57.81666666666666
5221,Female,15,Yes,Noisy,6.88,1.3,57.2,56.4,56.2,39.7,49.3,Fail,337.0,56.166666666666664
5222,Male,17,No,Moderate,8.74,4.9,57.3,50.2,64.3,58.8,57.6,Pass,356.00000000000006,59.33333333333334
5223,Female,18,Yes,Moderate,7.03,5.3,36.7,27.1,25.4,39.6,35.0,Fail,228.60000000000002,38.1
5224,Male,15,Yes,Moderate,7.85,2.1,36.9,44.9,42.7,34.8,40.0,Fail,257.2,42.86666666666667
5225,Female,18,Yes,Quiet,7.51,0.8,50.6,48.7,49.7,50.3,50.0,Pass,341.4,56.9
5226,Male,16,No,Moderate,6.9,1.2,43.8,46.8,48.8,44.3,46.1,Fail,293.0,48.833333333333336
5227,Female,16,Yes,Quiet,8.11,2.6,58.8,50.8,67.1,63.3,57.2,Pass,348.8,58.13333333333333
5228,Male,17,Yes,Moderate,7.38,0.4,47.3,40.2,44.5,37.6,44.5,Fail,276.7,46.11666666666667
5229,Female,18,Yes,Quiet,7.9,3.3,63.1,69.5,80.5,51.3,67.9,Pass,406.29999999999995,67.71666666666665
5230,Male,18,Yes,Noisy,6.07,2.2,26.9,36.3,30.5,46.8,35.1,Fail,234.1,39.016666666666666
5231,Male,15,Yes,Moderate,7.53,3.0,48.8,34.0,47.2,41.6,41.1,Fail,288.9,48.15
5232,Male,18,Yes,Quiet,7.8,3.1,42.6,46.0,49.7,37.7,44.0,Fail,289.4,48.23333333333333
5233,Male,18,Yes,Quiet,5.91,4.6,37.4,34.0,32.5,35.5,34.2,Fail,249.10000000000002,41.51666666666667
5234,Male,15,Yes,Quiet,6.93,3.5,27.0,27.6,19.7,25.1,24.0,Fail,214.5,35.75
5235,Male,15,Yes,Noisy,5.26,2.9,51.7,37.2,39.9,31.2,35.4,Fail,238.60000000000002,39.76666666666667
5236,Male,18,Yes,Quiet,5.41,2.9,38.2,43.5,40.4,37.5,40.4,Fail,263.7,43.949999999999996
5237,Female,17,Yes,Moderate,6.94,0.0,43.5,53.1,50.7,56.6,52.1,Pass,312.7,52.11666666666667
5238,Female,15,Yes,Quiet,8.8,2.8,35.3,34.6,31.9,46.7,37.5,Fail,245.1,40.85
5239,Female,15,Yes,Noisy,8.88,3.4,30.1,18.8,38.4,32.6,30.9,Fail,222.60000000000002,37.1
5240,Female,18,Yes,Moderate,6.7,2.3,64.8,44.5,43.9,43.0,49.5,Fail,315.4,52.56666666666666
5241,Female,18,Yes,Quiet,6.05,5.0,47.0,38.2,50.4,54.2,46.5,Fail,280.8,46.800000000000004
5242,Male,15,Yes,Moderate,7.93,0.3,44.8,55.9,47.3,54.8,51.8,Pass,306.6,51.1
5243,Male,18,Yes,Noisy,5.0,1.4,53.2,43.3,56.3,50.0,50.4,Pass,339.8,56.63333333333333
5244,Male,15,Yes,Moderate,6.6,1.5,64.6,64.9,78.3,71.2,66.6,Pass,395.1,65.85000000000001
5245,Male,17,Yes,Moderate,6.25,2.5,26.7,44.1,49.0,52.5,42.8,Fail,295.40000000000003,49.23333333333334
5246,Male,17,Yes,Quiet,6.91,1.5,45.0,52.7,56.1,56.3,49.3,Fail,300.40000000000003,50.06666666666667
5247,Female,15,Yes,Quiet,8.38,0.6,54.8,58.0,75.4,52.3,62.4,Pass,348.5,58.083333333333336
5248,Female,15,Yes,Quiet,4.41,2.0,46.4,53.7,44.6,55.6,51.0,Pass,329.0,54.833333333333336
5249,Female,16,Yes,Moderate,7.31,4.0,54.9,50.2,52.6,48.2,51.4,Pass,349.69999999999993,58.283333333333324
5250,Female,16,Yes,Moderate,7.34,3.6,42.7,49.0,40.6,29.6,42.9,Fail,289.3,48.21666666666667
5251,Male,18,Yes,Noisy,6.94,1.5,30.5,46.2,43.6,41.4,39.4,Fail,263.3,43.88333333333333
5252,Male,18,Yes,Moderate,7.29,1.9,39.6,36.2,40.8,44.4,38.2,Fail,257.9,42.98333333333333
5253,Male,15,Yes,Quiet,7.51,1.3,52.9,51.8,42.0,54.5,45.7,Fail,323.29999999999995,53.883333333333326
5254,Female,15,Yes,Moderate,7.16,0.6,47.0,50.9,57.7,60.5,53.9,Pass,315.5,52.583333333333336
5255,Male,16,Yes,Moderate,4.96,3.1,34.9,20.9,17.1,23.1,27.5,Fail,200.1,33.35
5256,Female,16,Yes,Moderate,6.11,0.6,54.5,52.5,41.2,52.3,47.9,Fail,310.0,51.666666666666664
5257,Male,15,Yes,Moderate,8.6,3.5,58.7,70.2,65.1,57.7,63.6,Pass,409.70000000000005,68.28333333333335
5258,Male,17,Yes,Quiet,5.83,5.2,42.0,27.8,28.1,32.1,30.1,Fail,234.5,39.083333333333336
5259,Female,17,Yes,Quiet,7.08,3.1,65.3,76.3,64.4,70.4,69.9,Pass,413.69999999999993,68.94999999999999
5260,Male,18,No,Moderate,6.28,3.4,62.5,67.3,61.9,58.2,65.2,Pass,388.5,64.75
5261,Male,15,Yes,Quiet,7.59,3.4,41.1,29.0,32.9,39.4,37.7,Fail,244.70000000000002,40.78333333333334
5262,Female,15,Yes,Moderate,6.8,1.8,68.0,68.2,67.1,47.9,61.6,Pass,390.20000000000005,65.03333333333335
5263,Male,18,Yes,Quiet,7.65,3.1,43.0,34.6,29.8,47.9,37.3,Fail,249.29999999999995,41.54999999999999
5264,Female,16,Yes,Noisy,7.38,3.0,37.0,35.8,52.6,41.9,43.2,Fail,296.6,49.43333333333334
5265,Male,16,Yes,Noisy,6.61,1.6,49.6,60.7,59.6,57.8,59.2,Pass,351.5,58.583333333333336
5266,Male,17,No,Noisy,4.77,0.0,57.1,44.8,59.3,63.8,57.5,Pass,365.0,60.833333333333336
5267,Male,15,Yes,Noisy,6.13,0.9,34.6,59.9,58.7,54.3,51.8,Pass,340.8,56.800000000000004
5268,Male,16,Yes,Noisy,5.79,1.1,50.2,57.3,64.2,53.8,55.8,Pass,353.6,58.93333333333334
5269,Male,17,Yes,Moderate,5.79,3.3,47.9,49.8,45.2,45.5,48.5,Fail,317.29999999999995,52.883333333333326
5270,Male,17,Yes,Noisy,7.5,0.3,48.4,60.3,54.6,66.5,59.2,Pass,352.3,58.71666666666667
5271,Male,17,Yes,Moderate,9.02,5.3,36.3,40.4,40.0,26.2,36.4,Fail,259.0,43.166666666666664
5272,Male,16,Yes,Noisy,4.53,4.9,46.4,57.6,64.5,60.9,58.0,Pass,333.4,55.56666666666666
5273,Female,16,Yes,Quiet,5.49,4.1,60.4,64.1,62.4,66.6,62.0,Pass,369.7,61.61666666666667
5274,Female,15,Yes,Moderate,7.23,1.7,38.8,24.6,31.2,37.7,31.1,Fail,230.7,38.449999999999996
5275,Male,15,Yes,Noisy,6.75,0.0,61.6,44.3,69.6,60.5,62.8,Pass,340.40000000000003,56.73333333333334
5276,Male,17,Yes,Moderate,7.45,3.7,52.6,44.3,46.5,50.3,49.9,Fail,314.9,52.48333333333333
5277,Female,17,No,Quiet,6.95,1.4,60.8,61.5,62.7,57.0,60.3,Pass,402.3,67.05
5278,Male,16,No,Moderate,8.32,3.7,42.7,44.8,41.5,45.3,40.9,Fail,274.5,45.75
5279,Male,16,Yes,Moderate,7.57,3.4,47.9,40.8,51.2,46.8,46.5,Fail,303.9,50.65
5280,Female,15,Yes,Moderate,7.88,1.8,60.3,49.5,60.4,61.1,56.3,Pass,343.2,57.199999999999996
5281,Male,15,Yes,Moderate,8.02,0.7,56.7,34.4,42.7,52.4,46.8,Fail,319.2,53.199999999999996
5282,Male,18,Yes,Quiet,5.81,2.8,45.7,47.2,43.1,58.6,48.4,Fail,309.7,51.61666666666667
5283,Female,15,No,Noisy,7.59,0.1,52.7,52.0,62.8,49.0,49.7,Fail,336.0,56.0
5284,Male,16,Yes,Moderate,7.64,2.9,57.8,69.5,57.5,52.0,59.1,Pass,362.70000000000005,60.45000000000001
5285,Male,17,Yes,Quiet,6.66,3.2,36.5,36.3,39.5,51.9,41.9,Fail,272.2,45.36666666666667
5286,Female,18,Yes,Noisy,6.65,1.5,36.3,40.4,53.6,60.4,46.2,Fail,288.5,48.083333333333336
5287,Male,15,Yes,Quiet,6.68,0.2,68.6,42.2,42.1,51.6,48.3,Fail,325.5,54.25
5288,Female,15,Yes,Quiet,6.12,4.9,50.2,42.3,39.9,42.5,44.9,Fail,285.9,47.65
5289,Male,16,Yes,Noisy,5.62,1.7,48.0,53.6,48.6,56.5,52.1,Pass,306.5,51.083333333333336
5290,Male,18,Yes,Noisy,9.15,2.2,59.8,56.5,57.7,47.6,54.9,Pass,318.9,53.15
5291,Female,15,Yes,Quiet,8.08,4.1,54.3,50.3,48.0,48.7,50.2,Pass,319.0,53.166666666666664
5292,Female,17,Yes,Quiet,7.03,1.6,43.0,43.9,29.6,47.6,39.8,Fail,269.4,44.9
5293,Male,16,Yes,Quiet,5.53,1.4,48.0,43.9,47.5,40.0,44.7,Fail,274.3,45.71666666666667
5294,Female,18,No,Noisy,7.55,5.5,54.1,53.8,61.7,50.7,56.0,Pass,358.70000000000005,59.78333333333334
5295,Female,15,Yes,Noisy,6.64,1.4,49.3,49.1,59.6,62.3,53.6,Pass,336.1,56.01666666666667
5296,Male,15,No,Moderate,6.84,4.3,68.0,50.2,58.9,56.2,55.5,Pass,367.20000000000005,61.20000000000001
5297,Male,18,No,Quiet,9.25,2.7,61.1,33.1,45.2,36.7,43.4,Fail,276.90000000000003,46.150000000000006
5298,Male,16,Yes,Quiet,8.9,2.7,62.0,61.3,56.1,59.9,59.1,Pass,362.80000000000007,60.466666666666676
5299,Female,18,Yes,Noisy,4.63,1.7,23.6,45.5,25.6,34.9,31.8,Fail,222.3,37.050000000000004
5300,Female,18,Yes,Quiet,7.37,2.2,54.5,30.2,42.8,62.5,46.3,Fail,300.6,50.1
5301,Female,16,Yes,Moderate,7.17,5.2,54.3,39.2,57.8,30.9,46.1,Fail,301.70000000000005,50.28333333333334
5302,Female,15,Yes,Moderate,7.36,3.8,57.9,42.5,47.1,55.0,51.5,Pass,319.9,53.31666666666666
5303,Male,17,No,Quiet,6.44,0.5,52.2,39.1,57.0,54.9,50.1,Pass,332.70000000000005,55.45000000000001
5304,Female,16,Yes,Quiet,7.0,1.0,45.5,33.1,46.0,44.5,40.7,Fail,262.40000000000003,43.73333333333334
5305,Male,17,Yes,Quiet,5.91,3.1,35.5,63.0,58.2,57.8,52.6,Pass,326.20000000000005,54.366666666666674
5306,Female,15,No,Moderate,8.04,3.5,35.2,36.3,41.7,49.9,43.6,Fail,281.79999999999995,46.96666666666666
5307,Male,18,Yes,Noisy,8.01,3.7,50.5,56.5,49.7,51.2,50.5,Pass,341.9,56.98333333333333
5308,Male,17,Yes,Moderate,8.64,2.4,37.1,38.8,32.0,32.4,36.3,Fail,247.90000000000003,41.31666666666667
5309,Male,15,Yes,Quiet,6.23,1.2,59.4,48.5,54.6,56.1,54.3,Pass,354.09999999999997,59.01666666666666
5310,Female,15,Yes,Moderate,7.27,1.3,44.0,42.2,34.3,30.4,38.9,Fail,246.4,41.06666666666667
5311,Male,18,Yes,Quiet,9.04,0.0,67.8,58.1,63.3,72.5,65.6,Pass,389.99999999999994,64.99999999999999
5312,Male,18,Yes,Quiet,6.32,5.0,61.6,74.2,58.1,60.8,63.0,Pass,396.29999999999995,66.05
5313,Female,15,Yes,Moderate,5.99,0.0,74.8,61.9,72.0,57.1,72.0,Pass,402.4,67.06666666666666
5314,Male,15,Yes,Noisy,7.3,2.1,45.6,35.7,27.5,38.5,37.4,Fail,247.8,41.300000000000004
5315,Female,17,Yes,Noisy,8.17,0.0,65.7,58.2,65.3,41.1,57.7,Pass,352.2,58.699999999999996
5316,Female,15,Yes,Moderate,6.33,1.6,49.6,43.1,31.0,35.5,40.5,Fail,251.6,41.93333333333333
5317,Male,15,Yes,Moderate,8.93,3.4,44.4,29.2,25.9,24.9,32.1,Fail,210.7,35.11666666666667
5318,Male,17,Yes,Noisy,6.08,0.0,63.5,61.3,51.0,65.6,63.1,Pass,364.2,60.699999999999996
5319,Female,16,Yes,Moderate,7.66,3.0,49.5,57.7,45.4,50.6,49.2,Fail,343.79999999999995,57.29999999999999
5320,Male,17,Yes,Moderate,6.32,3.8,51.0,48.1,45.7,53.5,46.7,Fail,308.6,51.43333333333334
5321,Female,17,Yes,Quiet,6.53,1.9,54.0,44.8,47.4,57.6,53.2,Pass,321.7,53.61666666666667
5322,Female,18,Yes,Quiet,7.82,6.6,50.2,34.6,46.4,47.8,42.0,Fail,301.0,50.166666666666664
5323,Female,17,No,Moderate,6.79,0.0,51.3,47.1,43.2,46.2,46.6,Fail,304.3,50.71666666666667
5324,Male,15,Yes,Noisy,5.48,0.0,51.9,43.7,37.3,54.6,44.1,Fail,294.4,49.06666666666666
5325,Female,15,Yes,Moderate,6.2,2.0,56.9,54.0,32.3,47.1,48.1,Fail,307.09999999999997,51.18333333333333
5326,Male,15,Yes,Quiet,7.72,2.1,29.5,32.2,34.7,43.2,34.9,Fail,230.90000000000003,38.48333333333334
5327,Male,16,Yes,Moderate,7.4,2.7,35.9,41.1,40.6,56.5,46.9,Fail,273.0,45.5
5328,Male,15,Yes,Moderate,7.73,3.9,51.2,37.6,50.8,43.3,47.3,Fail,314.70000000000005,52.45000000000001
5329,Male,16,Yes,Noisy,6.4,0.6,69.4,59.0,74.6,87.5,72.7,Pass,437.9,72.98333333333333
5330,Female,15,Yes,Quiet,5.94,0.5,62.5,69.2,74.4,62.0,67.7,Pass,376.7,62.78333333333333
5331,Male,17,Yes,Moderate,6.18,1.5,60.4,53.2,46.9,60.4,55.7,Pass,358.6,59.76666666666667
5332,Female,18,Yes,Moderate,6.25,4.0,38.9,35.8,24.2,20.4,28.9,Fail,215.0,35.833333333333336
5333,Female,15,Yes,Noisy,6.95,3.7,31.3,31.5,35.5,20.4,33.5,Fail,218.29999999999998,36.38333333333333
5334,Male,16,Yes,Moderate,5.82,2.4,59.9,60.2,45.2,46.7,52.9,Pass,348.7,58.11666666666667
5335,Female,16,Yes,Noisy,8.07,1.7,36.9,48.9,45.6,53.2,45.2,Fail,285.0,47.5
5336,Female,18,Yes,Quiet,7.52,2.3,55.9,60.0,37.2,55.1,54.0,Pass,333.00000000000006,55.50000000000001
5337,Male,15,Yes,Quiet,6.14,3.0,27.2,41.6,45.2,50.5,43.7,Fail,299.7,49.949999999999996
5338,Female,17,Yes,Quiet,6.8,2.6,47.5,64.5,74.5,48.4,59.6,Pass,360.1,60.01666666666667
5339,Female,15,Yes,Moderate,6.11,0.4,79.7,76.1,63.3,62.5,66.3,Pass,411.6,68.60000000000001
5340,Female,15,Yes,Moderate,6.85,0.3,65.6,65.8,59.3,62.7,62.8,Pass,410.9,68.48333333333333
5341,Female,18,No,Quiet,6.17,2.1,43.9,48.4,41.2,33.0,39.2,Fail,267.5,44.583333333333336
5342,Male,15,Yes,Moderate,9.14,3.6,59.9,41.6,57.4,56.3,52.7,Pass,348.29999999999995,58.04999999999999
5343,Female,17,Yes,Moderate,5.41,0.9,91.8,60.1,67.2,67.8,68.8,Pass,406.50000000000006,67.75000000000001
5344,Female,16,Yes,Moderate,5.73,3.1,55.0,54.7,54.7,43.4,54.3,Pass,344.0,57.333333333333336
5345,Female,18,Yes,Quiet,6.76,0.0,54.9,60.8,51.6,65.6,59.8,Pass,354.4,59.06666666666666
5346,Female,17,Yes,Noisy,7.09,2.6,45.6,54.3,63.3,46.2,55.9,Pass,348.99999999999994,58.16666666666666
5347,Male,16,Yes,Moderate,7.1,1.3,55.8,46.3,44.6,52.9,54.1,Pass,315.5,52.583333333333336
5348,Female,18,Yes,Quiet,7.92,0.0,63.9,67.1,79.4,64.1,66.8,Pass,419.20000000000005,69.86666666666667
5349,Male,18,Yes,Moderate,7.44,1.7,31.0,55.6,36.0,45.9,46.0,Fail,255.6,42.6
5350,Female,16,Yes,Quiet,6.08,0.6,37.1,32.5,21.7,28.5,28.8,Fail,216.89999999999998,36.15
5351,Male,16,Yes,Moderate,8.06,2.1,76.6,64.0,62.6,69.0,66.5,Pass,409.9,68.31666666666666
5352,Male,17,Yes,Quiet,7.63,3.1,53.0,69.8,56.1,52.7,59.6,Pass,346.40000000000003,57.73333333333334
5353,Male,15,Yes,Noisy,8.39,3.2,60.7,58.9,49.5,64.2,56.6,Pass,360.40000000000003,60.06666666666667
5354,Male,15,Yes,Noisy,7.05,0.0,51.2,53.9,37.6,45.2,45.2,Fail,333.09999999999997,55.51666666666666
5355,Male,15,Yes,Quiet,8.09,3.4,53.3,67.0,54.9,59.8,59.5,Pass,349.2,58.199999999999996
5356,Female,15,Yes,Quiet,4.28,3.1,46.6,62.7,49.1,55.4,54.5,Pass,345.1,57.51666666666667
5357,Female,15,No,Quiet,6.51,1.9,25.9,35.5,36.8,24.9,32.3,Fail,216.49999999999997,36.08333333333333
5358,Female,17,Yes,Moderate,6.09,0.6,43.8,41.8,49.7,44.5,42.8,Fail,310.70000000000005,51.78333333333334
5359,Male,18,Yes,Quiet,7.7,1.9,35.1,35.3,31.3,33.5,34.5,Fail,243.7,40.61666666666667
5360,Female,17,Yes,Noisy,6.26,4.9,31.1,24.8,26.5,14.7,25.7,Fail,185.3,30.883333333333336
5361,Male,17,No,Moderate,7.98,3.4,41.6,49.0,61.2,63.9,53.5,Pass,341.1,56.85
5362,Male,17,Yes,Moderate,7.79,4.0,43.2,50.3,40.0,66.9,47.1,Fail,342.9,57.15
5363,Female,18,Yes,Moderate,6.39,1.0,34.2,22.8,43.8,38.7,37.6,Fail,239.89999999999998,39.98333333333333
5364,Female,17,Yes,Noisy,7.24,1.7,61.5,48.1,42.6,44.4,49.8,Fail,329.79999999999995,54.96666666666666
5365,Male,17,Yes,Quiet,6.79,0.6,80.4,69.3,66.0,82.6,77.0,Pass,429.19999999999993,71.53333333333332
5366,Male,18,Yes,Moderate,7.12,1.5,67.3,64.6,54.2,62.9,62.7,Pass,387.9,64.64999999999999
5367,Female,17,Yes,Moderate,7.75,4.5,62.2,46.5,53.1,62.1,56.2,Pass,348.70000000000005,58.116666666666674
5368,Female,15,Yes,Moderate,6.67,1.8,62.9,72.6,52.5,48.6,59.2,Pass,383.70000000000005,63.95000000000001
5369,Female,16,Yes,Moderate,5.34,1.5,58.7,69.1,63.4,56.3,62.1,Pass,378.8,63.13333333333333
5370,Female,17,Yes,Quiet,7.6,2.9,34.4,32.1,22.4,36.0,28.5,Fail,242.5,40.416666666666664
5371,Male,16,Yes,Moderate,8.07,1.6,44.5,50.5,47.7,53.1,51.2,Pass,304.9,50.81666666666666
5372,Female,17,Yes,Noisy,5.3,2.6,21.1,38.0,23.7,35.5,29.3,Fail,199.6,33.266666666666666
5373,Female,17,Yes,Quiet,6.96,1.6,38.3,50.5,48.6,57.2,49.1,Fail,299.20000000000005,49.866666666666674
5374,Female,15,Yes,Moderate,6.07,2.8,44.0,48.4,42.5,45.5,43.8,Fail,301.2,50.199999999999996
5375,Male,18,No,Quiet,8.13,1.9,23.7,42.0,34.2,44.5,37.0,Fail,235.2,39.199999999999996
5376,Male,16,Yes,Moderate,8.18,0.8,41.3,40.3,45.0,43.5,41.4,Fail,248.1,41.35
5377,Male,18,Yes,Moderate,6.19,4.1,51.5,36.5,44.0,35.8,45.7,Fail,278.4,46.4
5378,Male,15,No,Moderate,5.68,5.2,47.4,56.0,33.4,63.2,51.6,Pass,324.0,54.0
5379,Female,15,Yes,Quiet,7.24,3.2,66.1,55.0,79.7,63.3,68.6,Pass,395.90000000000003,65.98333333333333
5380,Male,16,Yes,Quiet,5.89,0.2,52.9,70.2,65.4,61.0,63.8,Pass,366.3,61.050000000000004
5381,Female,18,Yes,Moderate,7.86,2.2,40.8,38.9,39.6,45.5,35.1,Fail,287.4,47.9
5382,Female,15,Yes,Quiet,6.87,2.9,39.8,37.0,35.5,28.2,36.0,Fail,258.7,43.11666666666667
5383,Female,17,Yes,Quiet,8.61,0.0,52.0,80.0,55.0,64.2,64.1,Pass,390.4,65.06666666666666
5384,Female,17,No,Moderate,8.65,1.7,44.3,59.1,49.6,72.3,58.6,Pass,373.40000000000003,62.23333333333334
5385,Male,17,Yes,Quiet,8.55,0.4,26.5,33.0,25.6,33.1,30.2,Fail,204.89999999999998,34.15
5386,Male,18,Yes,Noisy,7.4,1.0,90.4,75.6,77.9,80.9,83.0,Pass,474.6,79.10000000000001
5387,Male,17,Yes,Quiet,6.05,3.0,52.5,57.5,61.4,49.7,55.6,Pass,364.30000000000007,60.716666666666676
